row_id,entity_id,quarter,prior_state,new_state,snapshot_version,audit_run_id,trust_status,released_at,gross_irr,tvpi,superseded_by,canonical_version,canonical_released_at
7da7fda7-4bd9-499c-9872-f1851b6e4d5d,a1b2c3d4-0001-0010-0001-000000000001,2025Q4,released,superseded,meridian-20260410T182315Z-3881843b,0a9b7b1f-7944-4c67-b1b2-e114ac5f12a0,trusted,2026-04-10 18:24:51.870747+00:00,-0.9949264468393464,0.095402016726,859c2c9d-1f6b-4f8f-94a2-fc174cfeff44,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
18605e50-d573-414a-8ffd-70e3d4f94df1,a1b2c3d4-0001-0010-0001-000000000001,2026Q2,released,superseded,meridian-20260423T215941Z-b829d351,d8b84657-bb49-4340-9f24-888c9abd9f74,trusted,2026-04-24 02:21:45.808810+00:00,0.0503825256495799,1.240804968,f765c746-7a80-46e0-86ed-14e130375643,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
f7337988-0e34-4353-bcef-77230d2498b4,a1b2c3d4-0001-0010-0001-000000000001,2026Q2,released,superseded,inv5-rebuild-20260411-full-scope,765736ef-10d2-449a-b320-04bf2020d4ca,untrusted,2026-04-12 03:12:20.918585+00:00,0.0547,1.2653,f765c746-7a80-46e0-86ed-14e130375643,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
c6ddca53-c263-4d1b-a7a4-11275c2b9672,a1b2c3d4-0001-0010-0001-000000000001,2026Q2,released,superseded,meridian-20260410T182315Z-3881843b,0a9b7b1f-7944-4c67-b1b2-e114ac5f12a0,trusted,2026-04-10 18:24:51.870747+00:00,-0.9877528471154914,0.0707960181,f765c746-7a80-46e0-86ed-14e130375643,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
f18740bc-a043-4b28-a46e-75a67c8657b2,a1b2c3d4-0002-0020-0001-000000000001,2025Q4,released,superseded,meridian-20260410T182315Z-3881843b,0a9b7b1f-7944-4c67-b1b2-e114ac5f12a0,trusted,2026-04-10 18:24:51.870747+00:00,-0.9402482684411801,0.231299934537,0ce224fc-1e2d-4b2d-95c8-cbee1b4e94ec,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
aa9dfcff-98ed-4af3-8e35-25c3bb1b9940,a1b2c3d4-0002-0020-0001-000000000001,2026Q2,released,superseded,meridian-20260423T215941Z-b829d351,d8b84657-bb49-4340-9f24-888c9abd9f74,trusted,2026-04-23 22:00:23.461998+00:00,0.023974029420097964,1.043169877416,f826a374-d94a-4c35-91d9-f493954e768c,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
840ae00e-619b-459c-810b-a9ec74de241e,a1b2c3d4-0002-0020-0001-000000000001,2026Q2,released,superseded,inv5-rebuild-20260411-full-scope,765736ef-10d2-449a-b320-04bf2020d4ca,untrusted,2026-04-12 03:12:20.918585+00:00,0.024,1.0432,f826a374-d94a-4c35-91d9-f493954e768c,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
bd5af67e-87cd-4b2c-a102-1270a298e80e,a1b2c3d4-0002-0020-0001-000000000001,2026Q2,released,superseded,meridian-20260410T182315Z-3881843b,0a9b7b1f-7944-4c67-b1b2-e114ac5f12a0,trusted,2026-04-10 18:24:51.870747+00:00,-0.9743753988036132,0.107660828449,f826a374-d94a-4c35-91d9-f493954e768c,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
0d8bda76-4582-4561-a4d8-02f843f060db,a1b2c3d4-0003-0030-0001-000000000001,2025Q4,released,superseded,meridian-20260410T182315Z-3881843b,0a9b7b1f-7944-4c67-b1b2-e114ac5f12a0,trusted,2026-04-10 18:24:51.870747+00:00,-0.8706922531489705,0.24128818426,3880f793-e7f4-4337-9ff5-0ed1b5fdd378,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
4a4822ff-fde4-4f2c-8802-9cfd089b0737,a1b2c3d4-0003-0030-0001-000000000001,2026Q2,released,superseded,meridian-20260421T151330Z-325c3fa0,1663d1d7-69df-49fe-8f12-a9b77b039c6d,trusted,2026-04-23 15:24:00.283737+00:00,0.5340307732730141,1.978495932383,e3850fd0-5b3a-4a1d-8df3-925c21bcb82c,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
27a847e5-f3dd-403c-8f30-6b673284e599,a1b2c3d4-0003-0030-0001-000000000001,2026Q2,released,superseded,inv5-rebuild-20260411-full-scope,765736ef-10d2-449a-b320-04bf2020d4ca,untrusted,2026-04-12 03:02:11.285080+00:00,0.6642,2.2761,e3850fd0-5b3a-4a1d-8df3-925c21bcb82c,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
75cef33c-00c4-42eb-8cb3-2135e02fe8b7,a1b2c3d4-0003-0030-0001-000000000001,2026Q2,released,superseded,meridian-20260410T182315Z-3881843b,0a9b7b1f-7944-4c67-b1b2-e114ac5f12a0,trusted,2026-04-10 18:24:51.870747+00:00,-0.8409216695839921,0.244159891067,e3850fd0-5b3a-4a1d-8df3-925c21bcb82c,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
